fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida,deceased,hospitalizated,UCI,cases_accumulated,cases_accumulated_PCR,cases_accumulated_AC,cases_accumulated_AG,cases_accumulated_elisa,cases_accumulated_desconocida,cases_accumulated_PCR_percentage,cases_accumulated_AC_percentage,cases_accumulated_ag_percentage,cases_accumulated_elisa_percentage,cases_accumulated_desconocida_percentage,cases_inc,deceased_accumulated,deceased_per_100000,deceased_inc,hospitalizated_accumulated,UCI_accumulated,cases_7_days,cases_14_days,deaths_7_days,deaths_14_days,deaths_7_days_1M,avg_cases_7_days,avg_cases_14_days,avg_deaths_3_days,avg_deaths_7_days,avg_hospitalizated_7_days,avg_UCI_7_days,ia_100000_week,ia_100000_2week,ia_accumulated
2020-11-08,12641,9961,1,2664,14,1,284,959,114,1502927,1382736,4625,109683,3813,2070,92.00287172963158,0.3077328439771193,7.297959248852406,0.25370493709940667,0.1377312404394891,-19.51,41240,-3.6,16.39,177963,15235,131411,278455,2038,3677,42.97,18773.0,19889.64,287.67,291.14,1292.43,116.29,277.06,587.07,3168.64
2020-11-09,17590,13616,1,3949,22,2,283,1402,125,1520517,1396352,4626,113632,3835,2072,91.83402750511833,0.30423862409956615,7.473247586182858,0.2522168446653342,0.1362694399339172,39.15,41523,-3.01,-0.35,179365,15360,129098,272959,2051,3758,43.24,18442.57,19497.07,270.33,293.0,1301.14,118.0,272.18,575.48,3205.73
2020-11-10,18312,14561,2,3732,16,1,306,1464,150,1538829,1410913,4628,117364,3851,2073,91.6874454536534,0.3007481663004791,7.62683832966496,0.2502552265391411,0.13471282384202532,4.1,41829,-2.36,8.13,180829,15510,125409,267365,2063,3832,43.49,17915.57,19097.5,291.0,294.71,1304.14,122.29,264.4,563.69,3244.34
2020-11-11,16695,13218,1,3452,23,1,322,1322,129,1555524,1424131,4629,120816,3874,2074,91.55313579218321,0.29758460814490806,7.766900414265547,0.2490479092575878,0.13333127614874474,-8.83,42151,-1.68,5.23,182151,15639,121025,261175,2068,3927,43.6,17289.29,18655.36,303.67,295.43,1288.14,125.14,255.16,550.64,3279.53
2020-11-12,15038,11966,1,3062,8,1,313,1252,111,1570562,1436097,4630,123878,3882,2075,91.43841503869315,0.294798931847326,7.887495049542775,0.2471726681277148,0.1321183117890284,-9.93,42464,-1.02,-2.8,183403,15750,115857,254969,2087,4001,44.0,16551.0,18212.07,313.67,298.14,1277.14,122.57,244.26,537.55,3311.24
2020-11-13,15059,11816,2,3217,18,6,301,1280,133,1585621,1447913,4632,127095,3900,2081,91.31520079514587,0.29212529349699584,8.015471540803256,0.2459604155091286,0.13124195504474273,0.14,42765,-0.39,-3.83,184683,15883,111041,247762,2053,4053,43.28,15863.0,17697.29,312.0,293.29,1253.86,124.43,234.11,522.36,3342.99
2020-11-14,11994,9721,3,2264,5,1,266,938,98,1597615,1457634,4635,129359,3905,2082,91.23812683281015,0.2901199600654726,8.097007101210242,0.24442684877144993,0.1303192571426783,-20.35,43031,0.17,-11.63,185621,15981,107329,242456,2075,4069,43.75,15332.71,17318.29,293.33,296.43,1231.0,122.86,226.28,511.17,3368.27
2020-11-15,9478,7404,0,2070,2,2,252,842,99,1607093,1465038,4635,131429,3907,2084,91.16074800898268,0.2884089470864474,8.178058145981595,0.24310976402734627,0.12967513392193233,-20.98,43283,0.7,-5.26,186463,16080,104166,235577,2043,4081,43.07,14880.86,16826.93,273.0,291.86,1214.29,120.71,219.61,496.67,3388.26
2020-11-16,13675,10214,1,3447,11,2,262,1242,109,1620768,1475252,4636,134876,3918,2086,91.02178720211653,0.2860372366680487,8.321733894055164,0.24173725048865724,0.1287044166716026,44.28,43545,1.26,3.97,187705,16189,100251,229349,2022,4073,42.63,14321.57,16382.07,260.0,288.86,1191.43,118.43,211.36,483.54,3417.09
2020-11-17,13769,10820,3,2927,19,0,344,1209,101,1634537,1486072,4639,137803,3937,2086,90.91699973754035,0.2838112566433186,8.43070545359328,0.24086331481024903,0.1276202374127964,0.69,43889,1.98,31.3,188914,16290,95708,221117,2060,4123,43.43,13672.57,15794.07,286.0,294.29,1155.0,111.43,201.78,466.18,3446.12
2020-11-18,12259,9639,0,2611,9,0,264,1050,86,1646796,1495711,4639,140414,3946,2086,90.82551815768316,0.2816985224642275,8.52649629948093,0.23961680742484193,0.12667021294683736,-10.97,44153,2.54,-23.26,189964,16376,91272,212297,2002,4070,42.21,13038.86,15164.07,290.0,286.0,1116.14,105.29,192.43,447.59,3471.96
2020-11-19,10279,8085,2,2179,12,1,287,974,104,1657075,1503796,4641,142593,3958,2087,90.75002640194319,0.2800718132854578,8.605102364105427,0.2388546082705973,0.12594481239533514,-16.15,44440,3.14,8.71,190938,16480,86513,202370,1976,4063,41.66,12359.0,14455.0,298.33,282.29,1076.43,104.29,182.4,426.66,3493.64
2020-11-20,10763,8420,3,2329,10,1,287,1016,85,1667838,1512216,4644,144922,3968,2088,90.6692376597727,0.2784443093393963,8.689213220948318,0.23791279488775288,0.1251920150518216,4.71,44727,3.75,0.0,191954,16565,82217,193258,1962,4015,41.37,11745.29,13804.14,279.33,280.29,1038.71,97.43,173.34,407.45,3516.33
2020-11-21,8200,6508,0,1690,1,1,252,716,76,1676038,1518724,4644,146612,3969,2089,90.61393596087918,0.2770820231999513,8.74753436377934,0.23680847331623747,0.1246391788253011,-23.81,44979,4.28,-12.2,192670,16641,78423,185752,1948,4023,41.07,11203.29,13268.0,275.33,278.29,1007.0,94.29,165.34,391.62,3533.62
2020-11-22,6503,4890,1,1607,2,3,235,603,68,1682541,1523614,4645,148219,3971,2092,90.55434607537053,0.2760705385485406,8.809235555032537,0.2360120793490322,0.12433575169936424,-20.7,45214,4.77,-6.75,193273,16709,75448,179614,1931,3974,40.71,10778.29,12829.57,258.0,275.86,972.86,89.86,159.07,378.68,3547.33
2020-11-23,9327,7036,2,2269,12,8,258,856,94,1691868,1530650,4647,150488,3983,2100,90.47100601228938,0.27466681797870757,8.89478375381531,0.23542025737232455,0.1241231585442836,43.43,45472,5.32,9.79,194129,16803,71100,171351,1927,3949,40.63,10157.14,12239.36,248.33,275.29,917.71,87.71,149.9,361.26,3566.99
2020-11-24,9355,7165,3,2161,22,4,227,856,82,1701223,1537815,4650,152649,4005,2104,90.39467488977047,0.2733327729521644,8.97289773298386,0.23541887218783192,0.12367573210566751,0.3,45699,5.8,-12.02,194985,16885,66686,162394,1810,3870,38.16,9526.57,11599.57,240.0,258.57,867.29,85.0,140.6,342.38,3586.71
2020-11-25,8734,6815,2,1905,9,3,256,814,89,1709957,1544630,4652,154554,4014,2107,90.33151126022467,0.2720536247402712,9.038472897271685,0.23474274499300274,0.1232194727703679,-6.64,45955,6.34,12.78,195799,16974,63161,154433,1802,3804,37.99,9023.0,11030.93,247.0,257.43,833.57,85.43,133.16,325.59,3605.13
2020-11-26,7955,6195,1,1736,17,6,256,788,80,1717912,1550825,4653,156290,4031,2113,90.27383241982128,0.2708520576141269,9.097672057707264,0.23464531361327007,0.12299815124406838,-8.92,46211,6.88,0.0,196587,17054,60837,147350,1771,3747,37.34,8691.0,10525.0,246.33,253.0,807.0,82.0,128.26,310.66,3621.9
2020-11-27,8775,6680,2,2078,11,4,237,772,51,1726687,1557505,4655,158368,4042,2117,90.20193005449164,0.2695914198693799,9.171783884398273,0.234089907435453,0.12260473380525828,10.31,46448,7.38,-7.42,197359,17105,58849,141066,1721,3683,36.28,8407.0,10076.14,249.67,245.86,772.14,77.14,124.07,297.41,3640.4
2020-11-28,6593,5145,1,1440,0,7,193,597,57,1733280,1562650,4656,159808,4042,2124,90.15565863565033,0.2686236499584603,9.219975999261516,0.23319948306101726,0.12254223206867904,-24.87,46641,7.78,-18.57,197956,17162,57242,135665,1662,3610,35.04,8177.43,9690.36,228.67,237.43,755.14,74.43,120.68,286.02,3654.3
2020-11-29,5186,3788,0,1395,0,3,183,502,66,1738466,1566438,4656,161203,4042,2127,90.1046094660465,0.26782232151793595,9.27271514081955,0.23250382808752085,0.12234924352849005,-21.34,46824,8.17,-5.18,198458,17228,55925,131373,1610,3541,33.94,7989.29,9383.79,204.33,230.0,740.71,74.14,117.91,276.98,3665.23
2020-11-30,7792,5703,0,2066,17,6,202,680,62,1746258,1572141,4656,163269,4059,2133,90.0291365880643,0.2666272681356363,9.349649364526892,0.23243988001772933,0.12214689925543648,50.25,47026,8.59,10.38,199138,17290,54390,125490,1554,3481,32.76,7770.0,8963.57,192.67,222.0,715.57,69.57,114.67,264.57,3681.66
2020-12-01,8741,6721,4,1996,14,6,203,702,57,1754999,1578862,4660,165265,4073,2139,89.9636979850131,0.265527216824625,9.416814482515374,0.2320799043190338,0.1218804113278697,12.18,47229,9.02,0.5,199840,17347,53776,120462,1530,3340,32.26,7682.29,8604.43,196.0,218.57,693.57,66.0,113.38,253.97,3700.09
2020-12-02,8144,6322,1,1799,14,8,200,630,59,1763143,1585184,4661,167064,4087,2147,89.90671771943626,0.26435745710926456,9.475351687299328,0.23180195820758726,0.12177117794756297,-6.83,47429,9.44,-1.48,200470,17406,53186,116347,1474,3276,31.08,7598.0,8310.5,201.67,210.57,667.29,61.71,112.13,245.3,3717.26
2020-12-03,7080,5530,1,1536,9,4,187,623,50,1770223,1590714,4662,168600,4096,2151,89.85952617269123,0.2633566505462871,9.524223784235094,0.2313832777000412,0.12151011482734096,-13.06,47616,9.84,-6.5,201093,17456,52311,113148,1405,3176,29.62,7473.0,8082.0,196.67,200.71,643.71,57.43,110.29,238.55,3732.19
2020-12-04,7496,5856,0,1618,12,10,198,612,52,1777719,1596570,4662,170218,4108,2161,89.81003184417784,0.2622461705140126,9.575079076051953,0.2310826401697906,0.12156026908639667,5.88,47814,10.26,5.88,201705,17508,51032,109881,1366,3087,28.8,7290.29,7848.64,195.0,195.14,620.86,57.57,107.59,231.66,3747.99
2020-12-05,5922,4584,2,1332,1,3,162,433,31,1783641,1601154,4664,171550,4109,2164,89.76884922470386,0.2614875975602714,9.617966844224819,0.23037147049210016,0.12132486301895953,-21.0,47976,10.6,-18.18,202138,17539,50361,107603,1335,2997,28.15,7194.43,7685.93,182.33,190.71,597.43,53.86,106.18,226.86,3760.48
2020-12-06,4886,3560,2,1320,0,4,163,424,45,1788527,1604714,4666,172870,4109,2168,89.72266004371195,0.26088507470113675,9.665495684437529,0.22974212857843354,0.12121706857095252,-17.49,48139,10.94,0.62,202562,17584,50061,105986,1315,2925,27.72,7151.57,7570.43,174.33,187.86,586.29,50.86,105.54,223.45,3770.78
2020-12-07,7098,5375,2,1710,3,8,169,534,47,1795625,1610089,4668,174580,4112,2176,89.66733031674208,0.2599651931778629,9.722520013922729,0.2290010442046641,0.12118343195266272,45.27,48308,11.3,3.68,203096,17631,49367,103757,1282,2836,27.03,7052.43,7411.21,164.67,183.14,565.43,48.71,104.08,218.75,3785.74
2020-12-08,6439,4682,2,1748,4,3,142,517,45,1802064,1614771,4670,176328,4116,2179,89.60675092560531,0.2591472888865212,9.784780118797112,0.22840476253895534,0.12091690417210488,-9.28,48450,11.6,-15.98,203613,17676,47065,100841,1221,2751,25.74,6723.57,7202.93,158.0,174.43,539.0,47.0,99.23,212.6,3799.32
2020-12-09,9139,6819,3,2300,9,8,194,639,59,1811203,1621590,4673,178628,4125,2187,89.53110170422642,0.2580053146996775,9.862395325096083,0.2277491810691568,0.12074847490866568,41.93,48644,12.01,36.62,204252,17735,48060,101246,1215,2689,25.62,6865.71,7231.86,168.33,173.57,540.29,47.0,101.33,213.46,3818.59
2020-12-10,9795,7519,2,2250,14,10,161,594,59,1820998,1629109,4675,180878,4139,2197,89.4624266473659,0.25672735499984073,9.932904923563893,0.22729294595600874,0.12064812811436366,7.18,48805,12.34,-17.01,204846,17794,50775,103086,1189,2594,25.07,7253.57,7363.29,165.67,169.86,536.14,48.29,107.05,217.34,3839.24
2020-12-11,10256,7635,1,2595,16,9,183,641,51,1831254,1636744,4676,183473,4155,2206,89.37831671630478,0.25534415214929224,10.018981528504511,0.22689370234822695,0.1204639006931862,4.71,48988,12.73,13.66,205487,17845,53535,104567,1174,2540,24.75,7647.86,7469.07,179.33,167.71,540.29,48.14,112.87,220.46,3860.86
2020-12-12,8341,6267,5,2064,0,5,151,485,59,1839595,1643011,4681,185537,4155,2211,89.31373481663084,0.25445818237166334,10.085752570538624,0.22586493222693038,0.12018949823194779,-18.67,49139,13.05,-17.49,205972,17904,55954,106315,1163,2498,24.52,7993.43,7593.93,165.0,166.14,547.71,52.14,117.97,224.15,3878.44
2020-12-13,6760,4786,1,1965,5,3,141,442,36,1846355,1647797,4682,187502,4160,2214,89.24594674371939,0.2535807036025033,10.155251834018918,0.2253087840637364,0.11991193459545971,-18.95,49280,13.35,-6.62,206414,17940,57828,107889,1141,2456,24.06,8261.14,7706.36,158.33,163.0,550.29,50.86,121.92,227.46,3892.7
2020-12-14,10764,7918,3,2821,5,17,146,689,48,1857119,1655715,4685,190323,4165,2231,89.15502991461506,0.2522724715002108,10.248293189612513,0.2242721118032824,0.1201323124689371,59.23,49426,13.65,3.55,207103,17988,61494,110861,1118,2400,23.57,8784.86,7918.64,146.0,159.71,572.43,51.0,129.65,233.73,3915.39
2020-12-15,11477,8795,1,2656,14,11,155,632,46,1868596,1664510,4686,192979,4179,2242,89.07810998203999,0.25077651884088376,10.327486519290419,0.22364384810841936,0.11998313172028624,6.62,49581,13.98,6.16,207735,18034,66532,113597,1131,2352,23.85,9504.57,8114.07,147.33,161.57,588.86,51.14,140.27,239.5,3939.59
2020-12-16,10940,8531,6,2379,19,5,125,629,54,1879536,1673041,4692,195358,4198,2247,89.01351184547676,0.2496360803943101,10.393948293621404,0.22335299776114956,0.11955078274637995,-4.68,49706,14.24,-19.35,208364,18088,68333,116393,1062,2277,22.39,9761.86,8313.79,142.0,151.71,587.43,50.43,144.07,245.39,3962.65
2020-12-17,9977,7815,1,2141,12,8,154,595,54,1889513,1680856,4693,197499,4210,2255,88.95710164470951,0.2483708765168591,10.452375823823388,0.22280873431407988,0.11934292063616392,-8.8,49860,14.57,23.2,208959,18142,68515,119290,1055,2244,22.24,9787.86,8520.71,144.67,150.71,587.57,49.71,144.45,251.5,3983.69
2020-12-18,10973,8484,0,2467,14,8,160,594,43,1900486,1689340,4693,199966,4224,2263,88.88989447962258,0.24693683615664624,10.52183494116768,0.22225893797691748,0.11907480507617525,9.98,50020,14.91,3.9,209553,18185,69232,122767,1032,2206,21.76,9890.29,8769.07,146.33,147.43,580.86,48.57,145.96,258.83,4006.82
2020-12-19,8613,6578,2,2025,4,4,122,436,47,1909099,1695918,4695,201991,4228,2267,88.83342351549082,0.24592752916428115,10.580436111485051,0.22146572807381912,0.1187471157860331,-21.51,50142,15.16,-23.75,209989,18232,69504,125458,1003,2166,21.15,9929.14,8961.29,145.33,143.29,573.86,46.86,146.54,264.5,4024.98
2020-12-20,7445,5421,1,2021,0,2,135,453,36,1916544,1701339,4696,204012,4228,2269,88.77119439991985,0.24502437721231551,10.64478561410539,0.22060542309490416,0.1183901856675349,-13.56,50277,15.45,10.66,210442,18268,70189,128017,997,2138,21.02,10027.0,9144.07,139.0,142.43,575.43,46.86,147.98,269.9,4040.68
2020-12-21,11343,8497,0,2836,7,3,131,693,44,1927887,1709836,4696,206848,4235,2272,88.6896379300239,0.24358274110463943,10.729259546851035,0.21967055123044038,0.11784923078997887,52.36,50408,15.72,-2.96,211135,18312,70768,132262,982,2100,20.7,10109.71,9447.29,129.33,140.29,576.0,46.29,149.2,278.85,4064.59
2020-12-22,12194,9439,0,2742,8,5,148,677,56,1940081,1719275,4696,209590,4243,2277,88.6187226203442,0.24205174938572152,10.803157187766903,0.21870220882530161,0.11736623367787222,7.5,50556,16.04,12.98,211812,18368,71485,138017,975,2106,20.56,10212.14,9858.36,138.0,139.29,582.43,47.71,150.71,290.98,4090.3
2020-12-23,12221,9589,1,2608,17,6,157,670,60,1952302,1728864,4697,212198,4260,2283,88.55515181565147,0.24058777791550692,10.86911758529162,0.21820394590591005,0.11693887523549124,0.22,50713,16.37,6.08,212482,18428,72766,141099,1007,2069,21.23,10395.14,10078.5,145.33,143.86,588.29,48.57,153.41,297.48,4116.07
2020-12-24,10718,8462,0,2247,5,4,133,526,57,1963020,1737326,4697,214445,4265,2287,88.50271520412426,0.2392741795804424,10.924239182484131,0.21726727185662909,0.11650416195453943,-12.3,50846,16.65,-15.29,213008,18485,73507,142022,986,2041,20.79,10501.0,10144.43,146.0,140.86,578.43,49.0,154.98,299.43,4138.66
2020-12-25,8037,5882,0,2151,1,3,119,496,54,1971057,1743208,4697,216596,4266,2290,88.44026326991052,0.2382985372822805,10.988824777771521,0.21643209709308253,0.11618131794260643,-25.01,50965,16.9,-10.53,213504,18539,70571,139803,945,1977,19.92,10081.57,9985.93,136.33,135.0,564.43,50.57,148.79,294.75,4155.61
2020-12-26,9921,7146,0,2768,3,4,151,508,76,1980978,1750354,4697,219364,4269,2294,88.35807363837458,0.23710510666953394,11.073520251108292,0.21549961685591662,0.11580138699167784,23.44,51116,17.22,26.89,214012,18615,71879,141383,974,1977,20.53,10268.43,10098.79,134.33,139.14,574.71,54.71,151.54,298.08,4176.52
2020-12-27,10174,7033,0,3134,1,6,152,613,57,1991152,1757387,4697,222498,4270,2300,88.25981140565864,0.23589359325656706,11.174335259186641,0.21444872114233368,0.11551102075582377,2.55,51268,17.54,0.66,214625,18672,74608,144797,991,1988,20.89,10658.29,10342.64,140.67,141.57,597.57,57.71,157.3,305.28,4197.97
2020-12-28,16556,11974,2,4568,6,6,161,766,55,2007708,1769361,4699,227066,4276,2306,88.12840313432032,0.23404797908859257,11.30971236853168,0.2129791782470359,0.11485733981236315,62.73,51429,17.88,5.92,215391,18727,79821,150589,1021,2003,21.53,11403.0,10756.36,154.67,145.86,608.0,59.29,168.29,317.49,4232.88
2020-12-29,17009,12575,0,4413,12,9,127,700,70,2024717,1781936,4699,231479,4288,2315,88.00913905498892,0.23208181686625834,11.432659477843076,0.2117826837034509,0.11433696659829497,2.74,51556,18.14,-21.12,216091,18797,84636,156121,1000,1975,21.08,12090.86,11151.5,146.67,142.86,611.29,61.29,178.44,329.15,4268.74
2020-12-30,17357,13067,3,4275,6,6,164,714,53,2042074,1795003,4702,235754,4294,2321,87.90097714382534,0.2302561023743508,11.544831382212397,0.2102764150564573,0.11365895653144793,2.05,51720,18.49,29.13,216805,18850,89772,162538,1007,2014,21.23,12824.57,11609.86,150.67,143.86,617.57,60.29,189.27,342.68,4305.33
2020-12-31,13899,10107,0,3775,6,11,150,545,52,2055973,1805110,4702,239529,4300,2332,87.79833198198614,0.22869950140395812,11.650396187109461,0.20914671544811142,0.11342561405232461,-19.92,51870,18.81,-8.54,217350,18902,92953,166460,1024,2010,21.59,13279.0,11890.0,147.0,146.29,620.29,59.57,195.97,350.95,4334.64
2021-01-01,12408,8651,0,3748,1,8,129,585,54,2068381,1813761,4702,243277,4301,2340,87.68988885509971,0.22732755715702282,11.761711212779463,0.2079404132990972,0.11313196166470298,-10.73,51999,19.08,-14.0,217935,18956,97324,167895,1034,1979,21.8,13903.43,11992.5,147.67,147.71,633.0,59.57,205.19,353.98,4360.8
2021-01-02,14541,9850,1,4682,2,6,155,652,65,2082922,1823611,4703,247959,4303,2346,87.55061399322682,0.22578857969717542,11.904382401261305,0.20658478810056258,0.11263023771413427,17.19,52154,19.41,20.16,218587,19021,101944,173823,1038,2012,21.88,14563.43,12415.93,144.67,148.29,653.57,58.0,214.93,366.47,4391.45
2021-01-03,14828,9852,3,4961,3,9,137,747,46,2097750,1833463,4706,252920,4306,2355,87.40140626862114,0.22433559766416397,12.056727446073173,0.20526754856393756,0.11226313907758312,1.97,52291,19.69,-11.61,219334,19067,106598,181206,1023,2014,21.57,15228.29,12943.29,140.33,146.14,672.71,56.43,224.74,382.04,4422.72
2021-01-04,23822,15458,5,8344,12,3,152,1019,84,2121572,1848921,4711,261264,4318,2358,87.14863318331878,0.22205232723659626,12.314642161566988,0.20352832710838945,0.11114400076924093,60.66,52443,20.01,10.95,220353,19151,113864,193685,1014,2035,21.38,16266.29,13834.64,148.0,144.86,708.86,60.57,240.06,408.35,4472.94
2021-01-05,28499,19398,0,9078,8,15,197,976,94,2150071,1868319,4711,270342,4326,2373,86.8956885609824,0.21910904337577689,12.573631289385327,0.20120265795873718,0.11036844829775388,19.63,52640,20.43,29.61,221329,19245,125354,209990,1084,2084,22.85,17907.71,14999.29,162.0,154.86,748.29,64.0,264.29,442.72,4533.03
2021-01-06,19048,13175,3,5864,4,2,150,776,92,2169119,1881494,4714,276206,4330,2375,86.74000827063891,0.21732325427973292,12.733556803476434,0.1996202144741713,0.10949145713075216,-33.16,52790,20.75,-23.86,222105,19337,127045,216817,1070,2077,22.56,18149.29,15486.93,166.33,152.86,757.14,69.57,267.85,457.12,4573.18
2021-01-07,26732,17169,3,9539,12,9,185,1003,85,2195851,1898663,4717,285745,4342,2384,86.4659305207867,0.21481421098243916,13.01295033224021,0.1977365495199811,0.10856838647066673,40.34,52975,21.14,23.33,223108,19422,139878,232831,1105,2129,23.3,19982.57,16630.79,177.33,157.86,822.57,74.29,294.91,490.88,4629.54
2021-01-08,32490,21515,5,10954,11,5,198,1111,101,2228341,1920178,4722,296699,4353,2389,86.1707431672262,0.21190652597605125,13.314793382161886,0.19534712146839286,0.10720980316746853,21.54,53173,21.55,7.03,224219,19523,159960,257284,1174,2208,24.75,22851.43,18377.43,177.67,167.71,897.71,81.0,337.25,542.44,4698.04
2021-01-09,25838,17318,2,8514,1,3,176,812,69,2254179,1937496,4724,305213,4354,2392,85.951293131557,0.2095663210419403,13.539874162610866,0.19315236278929046,0.10611402200091474,-20.47,53349,21.93,-11.11,225031,19592,171257,273201,1195,2233,25.19,24465.29,19514.36,186.33,170.71,920.57,81.57,361.06,575.99,4752.52
2021-01-10,22855,14277,6,8559,1,12,170,973,105,2277034,1951773,4730,313772,4355,2404,85.7155843961926,0.2077263668438855,13.77985572459612,0.1912575745465373,0.10557593782086697,-11.55,53519,22.28,-3.41,226004,19697,179284,285882,1228,2251,25.89,25612.0,20420.14,181.33,175.43,952.86,90.0,377.99,602.73,4800.7
2021-01-11,34297,21217,0,13055,14,11,236,1372,123,2311331,1972990,4730,326827,4369,2415,85.36163794800486,0.2046439908433712,14.140207525447458,0.18902528456547332,0.10448525113884598,50.06,53755,22.78,38.82,227376,19820,189759,303623,1312,2326,27.66,27108.43,21687.36,194.0,187.43,1003.29,95.57,400.07,640.13,4873.01
2021-01-12,35819,22914,5,12884,11,5,235,1406,123,2347150,1995904,4735,339711,4380,2420,85.03521291779391,0.20173401785143685,14.473340008094924,0.18660929212023092,0.10310376413948831,4.44,53990,23.28,-0.42,228782,19943,197079,322433,1350,2434,28.46,28154.14,23030.93,213.67,192.86,1064.71,99.71,415.5,679.79,4948.53
2021-01-13,35539,23331,3,12184,8,13,249,1535,143,2382689,2019235,4738,351895,4388,2433,84.74605792027411,0.19885096208527425,14.768817919585812,0.18416167615664486,0.10211152189815792,-0.78,54239,23.8,5.96,230317,20086,213570,340615,1449,2519,30.55,30510.0,24329.64,240.0,207.0,1173.14,107.0,450.27,718.12,5023.46
2021-01-14,34560,22780,7,11753,11,9,250,1660,161,2417249,2042015,4745,363648,4399,2442,84.47681641403099,0.1962975266511642,15.043878392337737,0.1819837344022068,0.10102393257790157,-2.75,54489,24.33,0.4,231977,20247,221398,361276,1514,2619,31.92,31628.29,25805.43,244.67,216.29,1267.0,117.86,466.78,761.68,5096.32
2021-01-15,39267,25908,4,13330,5,20,322,1737,147,2456516,2067923,4749,376978,4404,2462,84.18113295415132,0.193322575550088,15.34604293234809,0.17927829495106076,0.10022324299943497,13.62,54811,25.01,28.8,233714,20394,228175,388135,1638,2812,34.53,32596.43,27723.93,273.67,234.0,1356.43,124.43,481.06,818.31,5179.11
2021-01-16,29976,20325,5,9638,3,5,299,1469,132,2486492,2088248,4754,386616,4407,2467,83.98370073179403,0.1911930543110535,15.548652479074939,0.1772376504730359,0.0992160843469434,-23.66,55110,25.64,-7.14,235183,20526,232313,403570,1761,2956,37.13,33187.57,28826.43,290.33,251.57,1450.29,133.43,489.79,850.85,5242.31
2021-01-17,24895,16174,4,8711,2,4,288,1435,123,2511387,2104422,4758,395327,4409,2471,83.79520957940771,0.18945706097865442,15.741381157105616,0.17556035768282627,0.09839184482519023,-16.95,55398,26.24,-3.68,236618,20649,234353,413637,1879,3107,39.62,33479.0,29545.5,303.0,268.43,1516.29,136.0,494.09,872.08,5294.79
2021-01-18,37851,23865,4,13962,7,13,343,2045,183,2549238,2128287,4762,409289,4416,2484,83.48718322887075,0.18680091854899386,16.05534673498512,0.17322823526088973,0.09744088233425047,52.04,55741,26.97,19.1,238663,20832,237907,427666,1986,3298,41.87,33986.71,30547.57,310.0,283.71,1612.43,144.57,501.58,901.65,5374.6
2021-01-19,38848,25927,4,12903,7,7,399,2012,169,2588086,2154214,4766,422192,4423,2491,83.23579664663384,0.18415153128605463,16.312904594360464,0.17089849409950056,0.09624873362013472,2.63,56140,27.81,16.33,240675,21001,240936,438015,2150,3500,-45.22,34419.43,31286.79,343.33,307.14,1699.0,151.14,507.97,923.47,5456.5
2021-01-20,37753,25611,2,12106,27,7,361,1983,164,2625839,2179825,4768,434298,4450,2498,83.01441939128789,0.18158005879263733,16.539399407198996,0.16946964379765858,0.09513149892282048,-2.82,56501,28.57,-9.52,242658,21165,243150,456720,2262,3711,-42.86,34735.71,32622.86,367.67,323.14,1763.0,154.14,512.64,962.91,5536.09
2021-01-21,34012,23389,2,10608,9,4,408,2033,197,2659851,2203214,4770,444906,4459,2502,82.8322338356547,0.17933335363522243,16.726726421893556,0.16764096936256956,0.09406541945394685,-9.91,56909,29.43,13.02,244691,21362,242602,464000,2420,3934,-39.53,34657.43,33142.86,389.33,345.71,1816.29,159.29,511.48,978.26,5607.8
2021-01-22,36511,24382,0,12109,8,12,468,2019,166,2696362,2227596,4770,457015,4467,2514,82.61487144530297,0.17690502981424602,16.94931911961376,0.16566766628516497,0.09323673898386048,7.35,57377,30.42,14.71,246710,21528,239846,468021,2566,4204,-36.45,34263.71,33430.07,412.33,366.57,1856.57,162.0,505.67,986.74,5684.78
2021-01-23,27081,18239,4,8830,1,7,375,1577,152,2723443,2245835,4774,465845,4468,2521,82.46308074007791,0.17529281868575916,17.105002748359336,0.1640570410322522,0.09256665184474211,-25.83,57752,31.21,-19.87,248287,21680,236951,469264,2642,4403,-34.85,33850.14,33518.86,417.0,377.43,1872.0,164.86,499.57,989.36,5741.87
2021-01-24,21335,13855,0,7476,1,3,420,1481,128,2744778,2259690,4774,473321,4469,2524,82.32687670915462,0.17393027778567155,17.244418309968967,0.16281826799835908,0.0919564350923827,-21.22,58172,32.09,12.0,249768,21808,233391,467744,2774,4653,-32.07,33341.57,33410.29,421.0,396.29,1878.57,165.57,492.06,986.15,5786.85
2021-01-25,31008,20085,0,10912,2,9,403,2006,155,2775786,2279775,4774,484233,4471,2533,82.1307910624234,0.17198732178921575,17.44489668872168,0.16107149470456297,0.09125343236114024,45.34,58575,32.94,-4.05,251774,21963,226548,464455,2834,4820,-30.8,32364.0,33175.36,399.33,404.86,1873.0,161.57,477.63,979.22,5852.23
2021-01-26,31366,21562,2,9786,8,8,427,1965,165,2807152,2301337,4776,494019,4479,2541,81.98120372534156,0.17013685044486368,17.598583902831056,0.15955673223252606,0.09051878914999971,1.15,59002,33.84,5.96,253739,22128,219066,460002,2862,5012,-30.21,31295.14,32857.29,416.67,408.86,1866.29,161.0,461.86,969.83,5918.36
