fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida,deceased,hospitalizated,UCI,cases_accumulated,cases_accumulated_PCR,cases_accumulated_AC,cases_accumulated_AG,cases_accumulated_elisa,cases_accumulated_desconocida,cases_accumulated_PCR_percentage,cases_accumulated_AC_percentage,cases_accumulated_ag_percentage,cases_accumulated_elisa_percentage,cases_accumulated_desconocida_percentage,cases_inc,deceased_accumulated,deceased_per_100000,deceased_inc,hospitalizated_accumulated,UCI_accumulated,cases_7_days,cases_14_days,deaths_7_days,deaths_14_days,deaths_7_days_1M,avg_cases_7_days,avg_cases_14_days,avg_deaths_3_days,avg_deaths_7_days,avg_hospitalizated_7_days,avg_UCI_7_days,ia_100000_week,ia_100000_2week,ia_accumulated
2020-08-19,8595,8547,0,35,13,0,45,424,29,428917,416269,4528,3194,2960,1966,97.05117773368741,1.0556821016653573,0.7446662174733106,0.6901102078024419,0.4583637393714868,-0.07,30188,-26.91,12.5,116687,9896,49031,87310,223,395,4.7,7004.43,6236.43,38.33,31.86,336.43,26.29,103.37,184.08,904.29
2020-08-20,8623,8595,0,20,8,0,37,406,31,437540,424864,4528,3214,2968,1966,97.10289344974174,1.0348768112629703,0.7345614115280888,0.6783379805274946,0.44933034693970836,0.33,30225,-26.83,-17.78,117093,9927,51168,91207,238,405,5.02,7309.71,6514.79,40.67,34.0,346.0,27.0,107.88,192.29,922.47
2020-08-21,9835,9798,0,25,12,0,41,413,35,447375,434662,4528,3239,2980,1966,97.15831237775915,1.012126292260408,0.724001117630623,0.6661078513551272,0.43945236099469126,14.06,30266,-26.74,10.81,117506,9962,53704,95510,245,427,5.17,7672.0,6822.14,41.0,35.0,361.29,28.71,113.22,201.37,943.21
2020-08-22,6783,6725,0,55,3,0,42,367,22,454158,441387,4528,3294,2983,1966,97.18798303674052,0.9970098511971605,0.725298244223376,0.6568198732599668,0.4328889945789791,-31.03,30308,-26.65,2.44,117873,9984,54751,97950,258,439,5.44,7821.57,6996.43,40.0,36.86,374.86,28.86,115.43,206.51,957.51
2020-08-23,6030,5982,0,47,1,0,52,367,33,460188,447369,4528,3341,2984,1966,97.21439933244675,0.9839456917607586,0.726007631663581,0.6484306413900406,0.4272167027388806,-11.1,30360,-26.54,23.81,118240,10017,55753,99855,287,475,6.05,7964.71,7132.5,45.0,41.0,388.29,30.57,117.54,210.53,970.22
2020-08-24,8359,8293,0,54,12,0,53,473,49,468547,455662,4528,3395,2996,1966,97.25000907059484,0.966391845428527,0.724580458310479,0.6394235797049176,0.4195950459612376,38.62,30413,-26.43,1.92,118713,10066,56826,101986,310,501,6.54,8118.0,7284.71,49.0,44.29,402.43,33.43,119.81,215.02,987.84
2020-08-25,10377,10314,0,57,6,0,41,501,40,478924,465976,4528,3452,3002,1966,97.2964395185875,0.9454527231878127,0.7207824205928289,0.6268217921841461,0.41050354544771195,24.14,30454,-26.34,-22.64,119214,10106,58602,105784,311,515,6.56,8371.71,7556.0,48.67,44.43,421.57,34.14,123.55,223.03,1009.72
2020-08-26,9973,9906,0,52,14,1,48,464,36,488897,475882,4528,3504,3016,1967,97.3378850759976,0.926166452238406,0.7167153817675298,0.6168988559962528,0.4023342340002086,-3.89,30502,-26.24,17.07,119678,10142,59980,109011,314,537,6.62,8568.57,7786.5,47.33,44.86,427.29,35.14,126.46,229.83,1030.75
2020-08-27,9681,9629,0,42,10,0,45,533,47,498578,485511,4528,3546,3026,1967,97.3791462920546,0.9081828720882189,0.7112227174083092,0.6069260978222063,0.39452202062666225,-2.93,30547,-26.15,-6.25,120211,10189,61038,112206,322,560,6.79,8719.71,8014.71,44.67,46.0,445.43,37.43,128.69,236.57,1051.16
2020-08-28,11121,11062,0,51,7,1,68,560,40,509699,496573,4528,3597,3033,1968,97.42475461007379,0.8883674482390588,0.7057106252906127,0.5950570827095992,0.38611023368694075,14.87,30615,-26.01,51.11,120771,10229,62324,116028,349,594,7.36,8903.43,8287.71,53.67,49.86,466.43,38.14,131.4,244.62,1074.61
2020-08-29,7393,7334,1,55,0,3,49,424,43,517092,503907,4529,3652,3033,1971,97.45016360724978,0.8758596149234565,0.7062573004417009,0.5865493954654104,0.3811700819196584,-33.52,30664,-25.9,-27.94,121195,10272,62934,117685,356,614,7.51,8990.57,8406.07,54.0,50.86,474.57,41.14,132.68,248.12,1090.19
2020-08-30,6504,6447,0,55,2,0,54,384,36,523596,510354,4529,3707,3035,1971,97.47095088579745,0.8649798699760884,0.7079886018991741,0.5796453754421348,0.3764352668851557,-12.02,30718,-25.79,10.2,121579,10308,63408,119161,358,645,7.55,9058.29,8511.5,57.0,51.14,477.0,41.57,133.68,251.23,1103.9
2020-08-31,8590,8499,0,86,5,0,62,543,43,532186,518853,4529,3793,3040,1971,97.49467291510862,0.8510182530168025,0.7127207404929855,0.5712288560766349,0.3703592353049498,32.07,30780,-25.66,14.81,122122,10351,63639,120465,367,677,7.74,9091.29,8604.64,55.0,52.43,487.0,40.71,134.17,253.98,1122.02
2020-09-01,11589,11484,0,93,12,0,67,553,53,543775,530337,4529,3886,3052,1971,97.52875729851502,0.8328812468392258,0.7146338099397729,0.5612615511930485,0.36246609351294196,34.91,30847,-25.52,8.06,122675,10404,64851,123453,393,704,8.29,9264.43,8818.07,61.0,56.14,494.43,42.57,136.73,260.28,1146.45
2020-09-02,10734,10644,1,79,10,0,80,557,55,554509,540981,4530,3965,3062,1971,97.56036421410653,0.8169389495932438,0.7150470055490533,0.5522002348023206,0.35544959594884845,-7.38,30927,-25.35,19.4,123232,10459,65612,125592,425,739,8.96,9373.14,8970.86,69.67,60.71,507.71,45.29,138.33,264.79,1169.08
2020-09-03,10582,10520,1,52,8,1,74,554,60,565091,551501,4531,4017,3070,1972,97.5950776069695,0.8018177603253281,0.710858958999524,0.5432753308759121,0.34897034282973893,-1.42,31001,-25.19,-7.5,123786,10519,66513,127551,454,776,9.57,9501.86,9110.79,73.67,64.86,510.71,47.14,140.23,268.92,1191.39
2020-09-04,11756,11690,0,50,16,0,72,604,50,576847,563191,4531,4067,3086,1972,97.63264782515988,0.7854769115554038,0.7050396378935836,0.534977212328399,0.3418584130627359,11.09,31073,-25.04,-2.7,124390,10569,67148,129472,458,807,9.66,9592.57,9248.0,75.33,65.43,517.0,48.57,141.57,272.97,1216.17
2020-09-05,8853,8784,0,66,3,0,63,459,37,585700,571975,4531,4133,3089,1972,97.65665016219907,0.7736042342496159,0.7056513573501793,0.5274031073928632,0.3366911388082636,-24.69,31136,-24.91,-12.5,124849,10606,68608,131542,472,828,9.95,9801.14,9395.86,69.67,67.43,522.0,47.71,144.65,277.33,1234.84
2020-09-06,7545,7480,1,62,2,0,63,439,49,593245,579455,4532,4195,3091,1972,97.67549663292569,0.76393395645981,0.7071277465465364,0.5210326256437053,0.3324090384242598,-14.77,31199,-24.77,0.0,125288,10655,69649,133057,481,839,10.14,9949.86,9504.07,66.0,68.71,529.86,49.57,146.84,280.53,1250.75
2020-09-07,9580,9487,0,85,8,0,80,577,47,602825,588942,4532,4280,3099,1972,97.6970099116659,0.7517936382864016,0.7099904615767428,0.5140795421556836,0.3271264463152656,26.97,31279,-24.61,26.98,125865,10702,70639,134278,499,866,10.52,10091.29,9591.29,68.67,71.29,534.71,50.14,148.93,283.1,1270.94
2020-09-08,11627,11531,1,87,8,0,83,626,53,614452,600473,4533,4367,3107,1972,97.72496468397857,0.7377305306191533,0.7107145879580504,0.5056538183617272,0.3209363790824995,21.37,31362,-24.43,3.75,126491,10755,70677,135528,515,908,10.86,10096.71,9680.57,75.33,73.57,545.14,50.14,149.01,285.74,1295.46
2020-09-09,12033,11950,3,67,12,1,90,611,50,626485,612423,4536,4434,3119,1973,97.7554131383832,0.7240396817162422,0.7077583661220939,0.4978570915504761,0.3149317222279863,3.49,31452,-24.24,8.43,127102,10805,71976,137588,525,950,11.07,10282.29,9827.71,84.33,75.0,552.86,49.43,151.75,290.08,1320.83
2020-09-10,11855,11800,0,48,7,0,90,575,43,638340,624223,4536,4482,3126,1973,97.78848262681329,0.7105931008553436,0.7021336591784942,0.48970767929316666,0.3090829338596986,-1.48,31542,-24.05,0.0,127677,10848,73249,139762,541,995,11.41,10464.14,9983.0,87.67,77.29,555.86,47.0,154.43,294.66,1345.82
2020-09-11,12299,12242,0,55,1,1,97,688,59,650639,636465,4536,4537,3127,1974,97.82152622268262,0.6971607911606897,0.6973144862204694,0.4806044519311016,0.303394048005115,3.75,31639,-23.85,7.78,128365,10907,73792,140940,566,1024,11.93,10541.71,10067.14,92.33,80.86,567.86,48.29,155.58,297.15,1371.75
2020-09-12,9527,9448,0,78,0,1,98,567,49,660166,645913,4536,4615,3127,1975,97.84099756727854,0.6870999112344471,0.6990665984010083,0.47366874392198327,0.29916717916402846,-22.54,31737,-23.64,1.03,128932,10956,74466,143074,601,1073,12.67,10638.0,10219.57,95.0,85.86,583.29,50.0,157.0,301.64,1391.84
2020-09-13,8201,8108,0,88,5,0,100,498,45,668367,654021,4536,4703,3132,1975,97.853574458344,0.6786690545763031,0.7036553270882614,0.4686048233979236,0.2954963365935182,-13.92,31837,-23.43,2.04,129430,11001,75122,144771,638,1119,13.45,10731.71,10340.79,98.33,91.14,591.71,49.43,158.38,305.22,1409.13
2020-09-14,10868,10767,1,96,3,1,97,680,60,679235,664788,4537,4799,3135,1976,97.87304835587095,0.6679573343540895,0.7065301405257385,0.4615486540004564,0.2909155152487725,32.52,31934,-23.22,-3.0,130110,11061,76410,147049,655,1154,13.81,10915.71,10503.5,98.33,93.57,606.43,51.29,161.1,310.03,1432.04
2020-09-15,12482,12384,0,85,11,2,126,659,64,691717,677172,4537,4884,3146,1978,97.89726145229913,0.6559040763780564,0.7060691005136494,0.45481027645699035,0.28595509435217004,14.85,32060,-22.96,29.9,130769,11125,77265,147942,698,1213,14.72,11037.86,10567.29,107.67,99.71,611.14,52.86,162.9,311.91,1458.36
2020-09-16,12451,12363,0,80,8,0,108,619,54,704168,689535,4537,4964,3154,1978,97.92194476318151,0.6443064723191056,0.7049454107542519,0.4479044773406346,0.2808988764044944,-0.25,32168,-22.73,-14.29,131388,11179,77683,149659,716,1241,15.1,11097.57,10689.93,110.33,102.29,612.29,53.43,163.78,315.53,1484.61
2020-09-17,11890,11820,0,63,7,0,121,656,57,716058,701355,4537,5027,3161,1978,97.9466747107078,0.6336078920981262,0.7020381030586907,0.4414446874415201,0.2762346066938712,-4.51,32289,-22.48,12.04,132044,11236,77718,150967,747,1288,15.75,11102.57,10783.36,118.33,106.71,623.86,55.43,163.85,318.29,1509.68
2020-09-18,14627,14546,0,67,14,0,114,648,69,730685,715901,4537,5094,3175,1978,97.97669310304714,0.6209242012631982,0.6971540403867603,0.43452376879229765,0.27070488651060304,23.02,32403,-22.24,-5.79,132692,11305,80046,153838,764,1330,16.11,11435.14,10988.43,114.33,109.14,618.14,56.86,168.76,324.34,1540.51
2020-09-19,8658,8574,0,77,6,1,118,522,57,739343,724475,4537,5171,3181,1979,97.98902539146242,0.6136529324007937,0.699404741777497,0.43024685430172466,0.2676700800575646,-40.81,32521,-21.99,3.51,133214,11362,79177,153643,784,1385,16.53,11311.0,10974.5,117.67,112.0,611.71,58.0,166.93,323.93,1558.77
2020-09-20,7396,7274,0,120,2,0,101,476,62,746739,731749,4537,5291,3183,1979,97.99260518065884,0.6075750697365478,0.7085474308962033,0.42625334956390387,0.265018969144507,-14.58,32622,-21.77,-14.41,133690,11424,78372,153494,785,1423,16.55,11196.0,10963.86,111.0,112.14,608.57,60.43,165.23,323.61,1574.36
2020-09-21,10273,10066,0,148,59,0,129,656,58,757012,741815,4537,5439,3242,1979,97.99250210036301,0.5993299974108732,0.7184826660607758,0.4282626959678314,0.2614225401975134,38.9,32751,-21.5,27.72,134346,11482,77777,154187,817,1472,17.22,11111.0,11013.36,116.0,116.71,605.14,60.14,163.98,325.07,1596.02
2020-09-22,12664,12479,0,176,9,0,122,673,62,769676,754294,4537,5615,3251,1979,98.00149673369054,0.5894688154496177,0.7295277493386828,0.4223855232591376,0.25712117826202197,23.27,32873,-21.24,-5.43,135019,11544,77959,155224,813,1511,17.14,11137.0,11087.43,117.33,116.14,607.14,59.86,164.36,327.26,1622.72
2020-09-23,12018,11812,0,194,11,1,109,622,49,781694,766106,4537,5809,3262,1980,98.00586930435695,0.5804061435804804,0.7431296645490435,0.4172988407228404,0.2532960467906879,-5.1,32982,-21.01,-10.66,135641,11593,77526,155209,814,1530,17.16,11075.14,11086.36,120.0,116.29,607.57,59.14,163.45,327.23,1648.06
2020-09-24,11362,11132,0,226,3,1,131,667,48,793056,777238,4537,6035,3265,1981,98.00543719485131,0.5720907476899487,0.7609803090828391,0.411698543356333,0.24979320501956986,-5.46,33113,-20.74,20.18,136308,11641,76998,154716,824,1571,17.37,10999.71,11051.14,120.67,117.71,609.14,57.86,162.34,326.19,1672.01
2020-09-25,12054,11773,0,277,4,0,129,661,61,805110,789011,4537,6312,3269,1981,98.00039746121648,0.5635254809901753,0.7839922495062787,0.40603147396008,0.24605333432698637,6.09,33242,-20.47,-1.53,136969,11702,74425,154471,839,1603,17.69,10632.14,11033.64,123.0,119.86,611.0,56.71,156.91,325.67,1697.43
2020-09-26,7944,7676,0,266,2,0,114,480,36,813054,796687,4537,6578,3271,1981,97.98697257500731,0.5580195165388768,0.809048353491896,0.40231030165278076,0.2436492533091283,-34.1,33356,-20.23,-11.63,137449,11738,73711,152888,835,1619,17.6,10530.14,10920.57,124.67,119.29,605.0,53.71,155.41,322.34,1714.17
2020-09-27,6553,6271,0,280,2,0,121,438,48,819607,802958,4537,6858,3273,1981,97.96866058977047,0.5535579857175451,0.8367424875580614,0.39933773137613515,0.2417012055777952,-17.51,33477,-19.97,6.14,137887,11786,72868,151240,855,1640,18.03,10409.71,10802.86,121.33,122.14,599.57,51.71,153.63,318.86,1727.99
2020-09-28,9463,8969,0,486,8,0,141,597,63,829070,811927,4537,7344,3281,1981,97.93226144957603,0.5472396781936386,0.885811813236518,0.3957446295246481,0.23894242946916425,44.41,33618,-19.67,16.53,138484,11849,72058,149835,867,1684,18.28,10294.0,10702.5,125.33,123.86,591.14,52.43,151.92,315.9,1747.94
2020-09-29,10917,10397,0,516,4,0,145,643,58,839987,822324,4537,7860,3285,1981,97.89722936188298,0.5401274067336757,0.9357287672309215,0.39107748096101486,0.23583698319140653,15.37,33763,-19.37,2.84,139127,11907,70311,148270,890,1703,18.76,10044.43,10590.71,135.67,127.14,586.86,51.86,148.24,312.6,1770.96
2020-09-30,10372,9654,0,711,6,1,155,656,58,850359,831978,4537,8571,3291,1982,97.83844235199486,0.5335393639627498,1.0079272401421047,0.38701301450328623,0.23307802939699584,-4.99,33918,-19.04,6.9,139783,11965,68665,146191,936,1750,19.73,9809.29,10442.21,147.0,133.71,591.71,53.14,144.77,308.22,1792.82
2020-10-01,10977,10192,0,775,10,0,130,639,48,861336,842170,4537,9346,3301,1982,97.77485209024121,0.5267398552945657,1.085058560190216,0.3832418475484596,0.23010764672555192,5.83,34048,-18.77,-16.13,140422,12013,68280,145278,935,1759,19.71,9754.29,10377.0,143.33,133.57,587.71,53.14,143.96,306.29,1815.97
2020-10-02,11339,10318,2,995,23,1,141,677,54,872675,852488,4539,10341,3324,1983,97.68676769702353,0.5201249033145214,1.1849772251983843,0.38089781419199586,0.22723236027157875,3.3,34189,-18.47,8.46,141099,12067,67565,141990,947,1786,19.97,9652.14,10142.14,142.0,135.29,590.0,52.14,142.45,299.36,1839.87
2020-10-03,8225,7379,0,815,31,0,103,489,52,880900,859867,4539,11156,3355,1983,97.61232830060166,0.515268475422863,1.266432058122375,0.38086048359632196,0.22511068225678282,-27.46,34292,-18.25,-26.95,141588,12119,67846,141557,936,1771,19.73,9692.29,10111.21,124.67,133.71,591.29,54.43,143.04,298.45,1857.21
2020-10-04,7546,6711,0,822,12,1,90,453,37,888446,866578,4539,11978,3367,1984,97.53862361921827,0.5108920519648915,1.3481967390252194,0.37897632495390826,0.2233112648377054,-8.26,34382,-18.06,-12.62,142041,12156,68839,141707,905,1760,19.08,9834.14,10121.93,111.33,129.29,593.43,52.86,145.13,298.76,1873.12
2020-10-05,11534,10034,1,1490,8,1,131,622,51,899980,876612,4540,13468,3375,1985,97.4034978555079,0.5044556545701016,1.4964776995044333,0.37500833351852264,0.2205604568990422,52.85,34513,-17.79,45.56,142663,12207,70910,142968,895,1762,18.87,10130.0,10212.0,108.0,127.86,597.0,51.14,149.5,301.42,1897.44
2020-10-06,12914,11406,0,1491,16,1,132,690,65,912894,888018,4540,14959,3391,1986,97.27503959934012,0.49731951354702736,1.6386349346145335,0.37145605075726207,0.21754990174105646,11.96,34645,-17.51,0.76,143353,12272,72907,143218,882,1772,18.6,10415.29,10229.86,117.67,126.0,603.71,52.14,153.71,301.95,1924.67
2020-10-07,12799,11173,0,1618,7,1,134,691,55,925693,899191,4540,16577,3398,1987,97.13706379976946,0.49044337593565035,1.790766485217021,0.36707634172452425,0.2146499973533342,-0.89,34779,-17.23,1.52,144044,12327,75334,143999,861,1797,18.15,10762.0,10285.64,132.33,123.0,608.71,51.71,158.83,303.6,1951.65
2020-10-08,13001,11489,0,1494,15,3,129,727,69,938694,910680,4540,18071,3413,1990,97.01564087977552,0.48365068914896653,1.9251214985927256,0.3635902647721196,0.21199666771067036,1.58,34908,-16.95,-3.73,144771,12396,77358,145638,860,1795,18.13,11051.14,10402.71,131.67,122.86,621.29,54.71,163.09,307.05,1979.06
2020-10-09,13859,12130,0,1711,12,6,153,764,42,952553,922810,4540,19782,3425,1996,96.87754907076037,0.47661389969901935,2.076734837851542,0.3595600454777844,0.20954214621128694,6.6,35061,-16.63,18.6,145535,12438,79878,147443,872,1819,18.38,11411.14,10531.64,138.67,124.57,633.71,53.0,168.41,310.86,2008.28
2020-10-10,11157,9816,0,1337,4,0,132,613,44,963710,932626,4540,21119,3429,1996,96.77454835998381,0.47109607662056013,2.191426881530751,0.3558124332008592,0.20711624866401718,-19.5,35193,-16.35,-13.73,146148,12482,82810,150656,901,1837,19.0,11830.0,10761.14,138.0,128.71,651.43,51.86,174.59,317.63,2031.8
2020-10-11,9201,7996,1,1198,4,2,113,624,53,972911,940622,4541,22317,3433,1998,96.68119694401646,0.4667436178643267,2.293837771389161,0.3528585862427293,0.20536308048732105,-17.53,35306,-16.12,-14.39,146772,12535,84465,153304,924,1829,19.48,12066.43,10950.29,132.67,132.0,675.86,54.14,178.08,323.21,2051.2
2020-10-12,11114,9649,1,1462,2,0,126,633,52,984025,950271,4542,23779,3435,1998,96.56980259647875,0.461573638881126,2.4165036457407076,0.3490764970402175,0.20304362185920072,20.79,35432,-15.85,11.5,147405,12587,84045,154955,919,1814,19.38,12006.43,11068.21,123.67,131.29,677.43,54.29,177.19,326.69,2074.63
2020-10-13,14741,12500,0,2224,12,5,142,835,66,998766,962771,4542,26003,3447,2003,96.39605272906768,0.45476117529030824,2.603512734714638,0.34512588534251265,0.20054747558487174,32.63,35574,-15.55,12.7,148240,12653,85872,158779,929,1811,19.59,12267.43,11341.36,127.0,132.71,698.14,54.43,181.05,334.76,2105.71
2020-10-14,16722,14574,4,2126,14,4,136,905,76,1015488,977345,4546,28129,3461,2007,96.24387486607424,0.44766654061889455,2.7699982668431335,0.3408213587949833,0.19763896766874645,13.44,35710,-15.26,-4.23,149145,12729,89795,165129,931,1792,19.63,12827.86,11794.93,134.67,133.0,728.71,57.43,189.32,348.14,2140.97
2020-10-15,16837,14545,1,2262,21,8,144,890,69,1032325,991890,4547,30391,3482,2015,96.08311336061803,0.44046206378805125,2.9439372290703023,0.3372968784055409,0.19519046811808297,0.69,35854,-14.96,5.88,150035,12798,93631,170989,946,1806,19.94,13375.86,12213.5,140.67,135.14,752.0,57.43,197.4,360.5,2176.47
2020-10-16,17891,15355,3,2502,24,7,147,970,78,1050216,1007245,4550,32893,3506,2022,95.90836551718884,0.43324420881037806,3.132022364923025,0.33383608705256823,0.1925318220251834,6.26,36001,-14.65,2.08,151005,12876,97663,177541,940,1812,19.82,13951.86,12681.5,142.33,134.29,781.43,62.57,205.9,374.31,2214.19
2020-10-17,14547,12684,1,1840,11,11,123,754,90,1064763,1019929,4551,34733,3517,2033,95.78929771226085,0.42741905945266695,3.262040472856401,0.330308246999567,0.19093450843051457,-18.69,36124,-14.39,-16.33,151759,12966,101053,183863,931,1832,19.63,14436.14,13133.07,138.0,133.0,801.57,69.14,213.05,387.64,2244.86
2020-10-18,13218,11266,2,1941,7,2,142,750,60,1077981,1031195,4553,36674,3524,2035,95.65984929233447,0.422363659470807,3.4021007791417475,0.3269074315781076,0.188778837474872,-9.14,36266,-14.09,15.45,152509,13026,105070,189535,960,1884,20.24,15010.0,13538.21,137.33,137.14,819.57,70.14,221.52,399.6,2272.72
2020-10-19,21283,17989,4,3275,12,3,162,1037,100,1099264,1049184,4557,39949,3536,2038,95.44422449930136,0.4145500989753144,3.6341588553795994,0.3216697717745692,0.18539677456916628,61.02,36428,-13.75,14.08,153546,13126,115239,199284,996,1915,21.0,16462.71,14234.57,142.33,142.29,877.29,77.0,242.96,420.15,2317.59
2020-10-20,23499,20046,1,3424,26,2,185,1078,78,1122763,1069230,4558,43373,3562,2040,95.2320302681866,0.40596279001000213,3.863059256494915,0.31725306231145844,0.1816946229970172,10.41,36613,-13.36,14.2,154624,13204,123997,209869,1039,1968,21.91,17713.86,14990.64,163.0,148.43,912.0,78.71,261.42,442.47,2367.14
2020-10-21,23034,19670,6,3343,9,6,165,1072,89,1145797,1088900,4564,46716,3571,2046,95.03428617809263,0.3983253578077094,4.0771620103735655,0.31166079157128185,0.1785656621548145,-1.98,36778,-13.01,-10.81,155696,13293,130309,220104,1068,1999,22.52,18615.57,15721.71,170.67,152.57,935.86,80.57,274.73,464.05,2415.7
2020-10-22,22177,19032,2,3131,11,1,203,1169,98,1167974,1107932,4566,49847,3582,2047,94.85930337490389,0.39093335981794114,4.26781760552889,0.30668490908188023,0.175260750667395,-3.72,36981,-12.58,23.03,156865,13391,135649,229280,1127,2073,23.76,19378.43,16377.14,184.33,161.0,975.71,84.71,285.99,483.39,2462.46
2020-10-23,23031,19294,2,3721,13,1,216,1193,96,1191005,1127226,4568,53568,3595,2048,94.64494271644536,0.3835416308075953,4.497714115389944,0.3018459200423172,0.17195561731478878,3.85,37197,-12.13,6.4,158058,13487,140789,238452,1196,2136,25.22,20112.71,17032.29,194.67,170.86,1007.57,87.29,296.83,502.73,2511.01
2020-10-24,17725,15196,6,2516,4,3,185,1037,80,1208730,1142422,4574,56084,3599,2051,94.51424222117429,0.3784137069486155,4.639911311872792,0.29775053154964304,0.16968222845465902,-23.04,37382,-11.74,-14.35,159095,13567,143967,245020,1258,2189,26.52,20566.71,17501.43,201.33,179.71,1048.0,85.86,303.53,516.58,2548.38
2020-10-25,15742,13317,3,2417,3,2,181,932,74,1224472,1155739,4577,58501,3602,2053,94.38672342038038,0.37379376580272966,4.777651101862681,0.29416760856924457,0.1676641033849692,-11.19,37563,-11.36,-2.16,160027,13641,146491,251561,1297,2257,27.34,20927.29,17968.64,194.0,185.29,1074.0,87.86,308.85,530.37,2581.57
2020-10-26,23086,18918,6,4148,12,2,202,1250,94,1247558,1174657,4583,62649,3614,2055,94.15650414650061,0.3673576699440026,5.021730452612223,0.2896859304336953,0.16472180050947532,46.65,37765,-10.93,11.6,161277,13735,148294,263533,1337,2333,28.19,21184.86,18823.79,189.33,191.0,1104.43,87.0,312.65,555.61,2630.24
2020-10-27,23906,19805,4,4076,20,1,232,1363,105,1271464,1194462,4587,66725,3634,2056,93.94383167749932,0.36076522811499184,5.247887474596213,0.28581226051229136,0.1617033592771797,3.55,37997,-10.44,14.85,162640,13840,148701,272698,1384,2423,29.18,21243.0,19478.43,205.0,197.71,1145.14,90.86,313.51,574.93,2680.65
2020-10-28,22885,19107,4,3753,20,1,227,1326,122,1294349,1213569,4591,70478,3654,2057,93.75902480706517,0.3546956809948476,5.445053845601148,0.2823040771847469,0.15892158915408441,-4.27,38224,-9.96,-2.16,163966,13962,148552,278861,1446,2514,30.49,21221.71,19918.64,220.33,206.57,1181.43,95.57,313.19,587.93,2728.89
2020-10-29,21244,17510,5,3717,8,4,239,1340,127,1315593,1231079,4596,74195,3662,2061,93.57597676485052,0.3493481646679482,5.639662114346915,0.2783535637541398,0.15665939238047025,-7.17,38463,-9.46,5.29,165306,14089,147619,283268,1482,2609,31.25,21088.43,20233.43,232.67,211.71,1205.86,99.71,311.23,597.22,2773.68
2020-10-30,22266,18348,4,3899,14,1,249,1426,131,1337859,1249427,4600,78094,3676,2062,93.39003587074572,0.3438329450263443,5.837236958453769,0.27476737085148734,0.1541268549226787,4.81,38712,-8.93,4.18,166732,14220,146854,287643,1515,2711,31.94,20979.14,20545.93,238.33,216.43,1239.14,104.71,309.61,606.44,2820.63
2020-10-31,17300,14390,2,2899,7,2,250,1114,102,1355159,1263817,4602,80993,3683,2064,93.25968391900876,0.33959114760703357,5.976641855309968,0.27177622699624177,0.15230685107799158,-22.3,38962,-8.41,0.4,167846,14322,146429,290396,1580,2838,33.31,20918.43,20742.57,246.0,225.71,1250.14,107.86,308.72,612.25,2857.1
2020-11-01,16357,13330,1,3021,5,0,240,1070,99,1371516,1277147,4603,84014,3688,2064,93.11936572376844,0.33561402127281054,6.125630324400153,0.26889952432199116,0.15049040623660243,-5.45,39202,-7.9,-4.0,168916,14421,147044,293535,1639,2936,34.56,21006.29,20966.79,246.33,234.14,1269.86,111.43,310.01,618.86,2891.59
2020-11-02,19903,16529,2,3357,13,2,270,1341,113,1391419,1293676,4605,87371,3701,2066,92.97530075412223,0.33095710206630785,6.279273173645034,0.2659874559712064,0.14848151419522085,21.68,39472,-7.33,12.5,170257,14534,143861,292155,1707,3044,35.99,20551.57,20868.21,253.33,243.86,1282.86,114.14,303.3,615.95,2933.55
2020-11-03,22001,17165,5,4809,21,1,294,1443,120,1413420,1310841,4610,92180,3722,2067,92.74249692235854,0.32615924495196047,6.521769891468919,0.26333290883106225,0.1462410323895233,10.54,39766,-6.71,8.89,171700,14654,141956,290657,1769,3153,37.3,20279.43,20761.21,268.0,252.71,1294.29,116.29,299.29,612.8,2979.93
2020-11-04,21079,16943,6,4113,17,0,317,1434,109,1434499,1327784,4616,96293,3739,2067,92.56081740036069,0.32178481825362026,6.712657171597889,0.26064849121539996,0.1440921185724075,-4.19,40083,-6.04,7.82,173134,14763,140150,288702,1859,3305,39.19,20021.43,20621.57,293.67,265.57,1309.71,114.43,295.48,608.67,3024.37
2020-11-05,20206,16432,5,3740,29,0,294,1329,129,1454705,1344216,4621,100033,3768,2067,92.40471435789387,0.3176589067886616,6.876514482317721,0.2590215885695038,0.14209066443024532,-4.14,40377,-5.42,-7.26,174463,14892,139112,286731,1914,3396,40.35,19873.14,20480.79,301.67,273.43,1308.14,114.71,293.29,604.52,3066.98
2020-11-06,19875,15802,2,4051,20,0,335,1443,120,1474580,1360018,4623,104084,3788,2067,92.23087251963271,0.3135130003119532,7.058552265729903,0.25688670672327035,0.14017550760216468,-1.64,40712,-4.72,13.95,175906,15012,136721,283575,2000,3515,42.17,19531.57,20255.36,315.33,285.71,1310.57,113.14,288.25,597.87,3108.88
2020-11-07,15706,12757,1,2935,11,2,244,1098,109,1490286,1372775,4624,107019,3799,2069,92.11486922644379,0.31027601413419975,7.181104834910883,0.25491751247747074,0.13883241203366334,-20.98,40956,-4.2,-27.16,177004,15121,135127,281556,1994,3574,42.04,19303.86,20111.14,291.0,284.86,1308.29,114.14,284.89,593.61,3141.99
